* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-30 09:02:47 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Exuma\qPCR\Power Up SYBR_36.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-08-29 14:10:16 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	PRFLOW	HIGHSD	NOAMP	PRFDROP	Tm1	Tm2	Tm3	Tm4
60	E12	false	PTC	D	UNKNOWN	SYBR	None	30.407	30.372	0.049								false	0.010	true	3	29	Amp		0.804	N	N	N	N	N	N				
61	F1	false	EX0546	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	15	No Amp		0.000	Y	N	N	N	N	N				
62	F2	false	EX0546	B	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
63	F3	false	EX0546	C	UNKNOWN	VIC	NFQ-MGB	24.696	24.580	0.165								false	0.010	true	3	24	Amp		0.903	N	N	N	N	N	N				
63	F3	false	EX0546	D	UNKNOWN	SYBR	None	31.035	30.900	0.191								false	0.010	true	3	30	Amp		0.934	N	N	N	N	N	N				
64	F4	false	EX0578	A	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
65	F5	false	EX0578	B	UNKNOWN	FAM	NFQ-MGB	29.703	29.248	0.643								false	0.010	true	3	29	Amp		0.945	N	N	N	Y	N	N				
66	F6	false	EX0578	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
66	F6	false	EX0578	D	UNKNOWN	SYBR	None	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
67	F7	false	EX0601	A	UNKNOWN	FAM	NFQ-MGB	29.193	29.008	0.261								false	0.010	true	3	28	Amp		0.375	Y	N	N	N	N	N				
68	F8	false	EX0601	B	UNKNOWN	FAM	NFQ-MGB	27.078	27.154	0.107								false	0.010	true	3	27	Amp		0.786	Y	N	N	N	N	N				
69	F9	false	EX0601	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
69	F9	false	EX0601	D	UNKNOWN	SYBR	None	Undetermined	33.396									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	Y	N				
70	F10	false	PTC	A	UNKNOWN	FAM	NFQ-MGB	32.869	33.120	0.355								false	0.010	true	3	32	Inconclusive		0.881	N	N	N	N	N	N				
