* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-04 10:23:06 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Exuma\qPCR\20190715_KP_01.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-07-15 10:51:04 AM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	EXPFAIL	DRNMIN	NOAMP	CQCONF	THOLDFAIL	HIGHSD	Tm1	Tm2	Tm3	Tm4
89	H5	false	EX0056	C	UNKNOWN	VIC	NFQ-MGB	37.472	38.137	0.941								true	0.040	true	3	34	Amp		0.835	N	N	N	N	Y	Y				
89	H5	false	EX0056	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	39	No Amp		0.000	Y	N	Y	Y	N	N				
90	H6	false	EX0057	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
90	H6	false	EX0057	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	35	No Amp		0.000	N	N	Y	Y	N	N				
91	H7	false	EX0059	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
91	H7	false	EX0059	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	22	No Amp		0.000	N	N	Y	Y	N	N				
92	H8	false	EX0061	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
92	H8	false	EX0061	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	39	No Amp		0.000	Y	N	Y	Y	N	N				
93	H9	false	EX0063	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
93	H9	false	EX0063	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	39	No Amp		0.000	Y	N	Y	Y	N	N				
94	H10	false	NEC1	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
94	H10	false	NEC1	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	9	No Amp		0.000	N	N	Y	Y	N	N				
95	H11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	28.591	28.939	0.492								true	0.040	true	3	25	Amp		0.940	N	N	N	N	Y	N				
95	H11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	28.302	28.720	0.591								true	0.228	true	3	23	Amp		0.978	N	N	N	N	N	Y				
96	H12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										true	0.040	true	3	39	No Amp		0.000	Y	N	Y	Y	Y	N				
96	H12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										true	0.228	true	3	39	No Amp		0.000	Y	N	N	Y	N	N				
