* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-04 10:39:06 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Exuma\qPCR\20190801_KP_01.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-08-01 11:26:33 AM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	PRFLOW	NOISE	HIGHSD	SPIKE	DRNMIN	NOAMP	BADROX	PRFDROP	Tm1	Tm2	Tm3	Tm4
64	F4	false	EX0138	C	UNKNOWN	VIC	NFQ-MGB	30.971	31.299	0.465								false	0.010	true	3	29	Amp		0.894	N	N	N	N	N	N	N	N	N	N				
64	F4	false	EX0138	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	30	No Amp		0.000	Y	N	N	N	N	N	N	Y	N	N				
65	F5	false	EX0139	C	UNKNOWN	VIC	NFQ-MGB	22.897	23.069	0.243								false	0.010	true	3	22	Amp		0.948	N	N	N	N	N	N	N	N	N	N				
65	F5	false	EX0139	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	10	No Amp		0.000	Y	N	N	N	N	N	N	Y	N	N				
66	F6	false	EX0141	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
66	F6	false	EX0141	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
67	F7	false	EX0145	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
67	F7	false	EX0145	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	24	No Amp		0.000	Y	N	N	N	N	N	N	Y	N	N				
68	F8	false	EX0146	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
68	F8	false	EX0146	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
69	F9	false	EX0147	C	UNKNOWN	VIC	NFQ-MGB	25.908	25.761	0.208								false	0.010	true	3	25	Amp		0.896	N	N	N	N	N	N	N	N	N	N				
69	F9	false	EX0147	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
70	F10	false	NEC2	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	Y	N	N				
70	F10	false	NEC2	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	N	N	N	N				
71	F11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	27.872	28.512	0.906								false	0.010	true	3	26	Amp		0.872	N	N	N	N	Y	N	N	N	N	N				
71	F11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	24.915	25.593	0.959								false	0.010	true	3	24	Amp		0.389	Y	N	N	N	Y	N	N	N	N	N				
72	F12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	Y	N	N	Y	Y	N	N	Y				
72	F12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	35.343	35.343									false	0.010	true	3	32	No Amp		0.000	Y	N	Y	N	N	Y	Y	N	N	Y				
