* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-12 10:47:48 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\Power Up SYBR_30.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-08-09 12:16:55 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	HIGHSD	NOAMP	PRFDROP	CTFAIL	Tm1	Tm2	Tm3	Tm4
14	B2	false	EX0255	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
15	B3	false	EX0257	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
16	B4	false	EX0259	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
17	B5	false	EX0260	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
18	B6	false	EX0265	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
19	B7	false	EX0267	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
20	B8	false	EX0270	A	UNKNOWN	VIC	NFQ-MGB	Undetermined	34.167									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
21	B9	false	EX0301	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
22	B10	false	EX0302	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
23	B11	false	PTC	A	UNKNOWN	VIC	NFQ-MGB	33.830	33.527	0.429								false	0.010	true	3	32	Amp		0.937	N	N	N	N	Y	N				
24	B12	false	NTC	A	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
25	C1	false	EX0251	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
26	C2	false	EX0255	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
27	C3	false	EX0257	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
28	C4	false	EX0259	B	UNKNOWN	VIC	NFQ-MGB	36.917	36.931	0.020								false	0.010	true	3	35	Amp		0.719	Y	N	N	N	N	N				
29	C5	false	EX0260	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
30	C6	false	EX0265	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
31	C7	false	EX0267	B	UNKNOWN	VIC	NFQ-MGB	31.525	31.705	0.253								false	0.010	true	3	29	Amp		0.899	N	N	N	N	N	N				
32	C8	false	EX0270	B	UNKNOWN	VIC	NFQ-MGB	39.161	39.161									false	0.010	true	3	39	Inconclusive		0.000	Y	Y	N	Y	N	N				
33	C9	false	EX0301	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
34	C10	false	EX0302	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
35	C11	false	PTC	B	UNKNOWN	VIC	NFQ-MGB	36.688	36.691	0.004								false	0.010	true	3	35	Amp		0.743	Y	N	N	N	N	N				
36	C12	false	NTC	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
37	D1	false	EX0251	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
38	D2	false	EX0255	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
39	D3	false	EX0257	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
40	D4	false	EX0259	B	UNKNOWN	VIC	NFQ-MGB	36.946	36.931	0.020								false	0.010	true	3	35	Inconclusive		0.651	Y	N	N	N	N	N				
41	D5	false	EX0260	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
42	D6	false	EX0265	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
43	D7	false	EX0267	B	UNKNOWN	VIC	NFQ-MGB	31.884	31.705	0.253								false	0.010	true	3	31	Amp		0.897	N	N	N	N	N	N				
44	D8	false	EX0270	B	UNKNOWN	VIC	NFQ-MGB	Undetermined	39.161									false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
45	D9	false	EX0301	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
46	D10	false	EX0302	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
47	D11	false	PTC	B	UNKNOWN	VIC	NFQ-MGB	36.694	36.691	0.004								false	0.010	true	3	34	Amp		0.673	Y	N	N	N	N	N				
48	D12	false	NTC	B	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
49	E1	false	EX0251	C	UNKNOWN	VIC	NFQ-MGB	24.919	24.622	0.420								false	0.010	true	3	24	Amp		0.934	N	N	N	N	N	N				
49	E1	false	EX0251	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	20	No Amp		0.000	Y	N	N	Y	N	N				
50	E2	false	EX0255	C	UNKNOWN	VIC	NFQ-MGB	23.642	23.602	0.057								false	0.010	true	3	23	Amp		0.938	N	N	N	N	N	N				
50	E2	false	EX0255	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
51	E3	false	EX0257	C	UNKNOWN	VIC	NFQ-MGB	38.497	38.027	0.664								false	0.010	true	3	39	No Amp		0.233	Y	Y	Y	N	N	Y				
51	E3	false	EX0257	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	15	No Amp		0.000	Y	N	N	Y	N	Y				
52	E4	false	EX0259	C	UNKNOWN	VIC	NFQ-MGB	26.689	26.667	0.032								false	0.010	true	3	26	Amp		0.922	N	N	N	N	N	N				
52	E4	false	EX0259	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
53	E5	false	EX0260	C	UNKNOWN	VIC	NFQ-MGB	23.717	23.532	0.262								false	0.010	true	3	23	Amp		0.946	N	N	N	N	N	N				
53	E5	false	EX0260	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
54	E6	false	EX0265	C	UNKNOWN	VIC	NFQ-MGB	25.356	25.155	0.285								false	0.010	true	3	24	Amp		0.943	N	N	N	N	N	N				
54	E6	false	EX0265	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
55	E7	false	EX0267	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
55	E7	false	EX0267	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	9	No Amp		0.000	Y	N	N	Y	N	N				
56	E8	false	EX0270	C	UNKNOWN	VIC	NFQ-MGB	24.300	24.219	0.115								false	0.010	true	3	23	Amp		0.933	N	N	N	N	N	N				
56	E8	false	EX0270	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
57	E9	false	EX0301	C	UNKNOWN	VIC	NFQ-MGB	26.011	26.147	0.191								false	0.010	true	3	24	Amp		0.932	N	N	N	N	N	N				
57	E9	false	EX0301	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
58	E10	false	EX0302	C	UNKNOWN	VIC	NFQ-MGB	25.804	25.872	0.096								false	0.010	true	3	25	Amp		0.934	N	N	N	N	N	N				
58	E10	false	EX0302	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
59	E11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	33.167	31.582	2.241								false	0.010	true	3	32	Amp		0.876	N	N	Y	N	N	N				
59	E11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	28.467	27.964	0.711								false	0.010	true	3	27	Amp		0.616	Y	N	Y	N	N	N				
60	E12	false	NTC	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
60	E12	false	NTC	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	35	No Amp		0.000	Y	N	N	Y	N	N				
61	F1	false	EX0251	C	UNKNOWN	VIC	NFQ-MGB	24.325	24.622	0.420								false	0.010	true	3	23	Amp		0.952	N	N	N	N	N	Y				
61	F1	false	EX0251	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	11	No Amp		0.000	Y	N	N	Y	N	Y				
62	F2	false	EX0255	C	UNKNOWN	VIC	NFQ-MGB	23.562	23.602	0.057								false	0.010	true	3	22	Amp		0.917	N	N	N	N	N	N				
62	F2	false	EX0255	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
63	F3	false	EX0257	C	UNKNOWN	VIC	NFQ-MGB	37.558	38.027	0.664								false	0.010	true	3	35	Inconclusive		0.530	Y	N	Y	N	N	N				
63	F3	false	EX0257	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
64	F4	false	EX0259	C	UNKNOWN	VIC	NFQ-MGB	26.644	26.667	0.032								false	0.010	true	3	26	Amp		0.920	N	N	N	N	N	N				
64	F4	false	EX0259	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
65	F5	false	EX0260	C	UNKNOWN	VIC	NFQ-MGB	23.346	23.532	0.262								false	0.010	true	3	22	Amp		0.915	N	N	N	N	N	N				
65	F5	false	EX0260	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
66	F6	false	EX0265	C	UNKNOWN	VIC	NFQ-MGB	24.953	25.155	0.285								false	0.010	true	3	24	Amp		0.939	N	N	N	N	N	N				
66	F6	false	EX0265	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
67	F7	false	EX0267	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
67	F7	false	EX0267	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
68	F8	false	EX0270	C	UNKNOWN	VIC	NFQ-MGB	24.137	24.219	0.115								false	0.010	true	3	23	Amp		0.923	N	N	N	N	N	N				
68	F8	false	EX0270	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	34	No Amp		0.000	Y	N	N	Y	N	N				
69	F9	false	EX0301	C	UNKNOWN	VIC	NFQ-MGB	26.282	26.147	0.191								false	0.010	true	3	25	Amp		0.911	N	N	N	N	N	N				
69	F9	false	EX0301	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
70	F10	false	EX0302	C	UNKNOWN	VIC	NFQ-MGB	25.940	25.872	0.096								false	0.010	true	3	25	Amp		0.929	N	N	N	N	N	N				
70	F10	false	EX0302	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	Y	N	N				
71	F11	false	PTC	C	UNKNOWN	VIC	NFQ-MGB	29.998	31.582	2.241								false	0.010	true	3	29	Amp		0.898	N	N	Y	N	N	N				
71	F11	false	PTC	D	UNKNOWN	FAM	NFQ-MGB	27.461	27.964	0.711								false	0.010	true	3	26	Amp		0.471	Y	N	Y	N	N	N				
