* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 09-24-2018
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 09-24-2018
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 09-24-2018
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 09-24-2018
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 09-24-2018
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 09-24-2018
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 09-24-2018
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 09-24-2018
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 09-24-2018
* Calibration ROI is expired  = No
* Calibration ROI performed on = 09-24-2018
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 09-24-2018
* Chemistry = SYBR_GREEN
* Date Created = 2019-08-04 11:28:48 AM CDT
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = C:\Users\Katie\Documents\Shedd Aquarium Coral Research Fellowship\Exuma\qPCR\20190715_KP_02.eds
* Experiment Name = Power_UP_SYBR
* Experiment Run End Time = 2019-07-15 15:06:37 PM CDT
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	CQCONF	EXPFAIL	PRFLOW	NOISE	HIGHSD	DRNMIN	NOAMP	Tm1	Tm2	Tm3	Tm4
51	E3	false	EX0066	D	UNKNOWN	FAM	NFQ-MGB	31.504	31.504									false	0.010	true	3	29	Amp		0.772	Y	N	N	N	N	N	N				
52	E4	false	EX0067	C	UNKNOWN	VIC	NFQ-MGB	25.877	25.905	0.040								false	0.010	true	3	25	Amp		0.951	N	N	N	N	N	Y	N				
52	E4	false	EX0067	D	UNKNOWN	FAM	NFQ-MGB	22.247	22.247									false	0.010	true	3	16	No Amp		0.000	Y	N	N	N	N	Y	Y				
53	E5	false	EX0114	C	UNKNOWN	VIC	NFQ-MGB	28.482	28.085	0.561								false	0.010	true	3	28	Amp		0.920	N	N	N	N	Y	N	N				
53	E5	false	EX0114	D	UNKNOWN	FAM	NFQ-MGB	27.373	27.406	0.046								false	0.010	true	3	25	Amp		0.601	Y	N	N	N	N	N	N				
54	E6	false	EX0117	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
54	E6	false	EX0117	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
55	E7	false	EX0119	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
55	E7	false	EX0119	D	UNKNOWN	FAM	NFQ-MGB	27.646	27.673	0.037								false	0.010	true	3	26	Amp		0.486	Y	N	N	N	N	N	N				
56	E8	false	EX0125	C	UNKNOWN	VIC	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
56	E8	false	EX0125	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	28	No Amp		0.000	Y	N	N	N	N	N	Y				
57	E9	false	EX0129	C	UNKNOWN	VIC	NFQ-MGB	25.262	25.312	0.070								false	0.010	true	3	24	Amp		0.926	N	N	N	N	N	N	N				
57	E9	false	EX0129	D	UNKNOWN	FAM	NFQ-MGB	Undetermined										false	0.010	true	3	39	No Amp		0.000	Y	Y	N	N	N	N	Y				
